App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
129.07142857142858,ART_AND_DESIGN,3.9,967.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,0.5,0.8888888888888888
129.07142857142858,ART_AND_DESIGN,3.9,967.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Negative,-0.4,0.4
129.07142857142858,ART_AND_DESIGN,3.9,967.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,0.5,0.5
129.07142857142858,ART_AND_DESIGN,3.9,967.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Negative,-0.2,0.05
129.07142857142858,ART_AND_DESIGN,3.9,967.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,0.75,0.675
129.07142857142858,ART_AND_DESIGN,3.9,967.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,0.5,0.5
129.07142857142858,ART_AND_DESIGN,3.9,967.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Negative,-0.8,0.9
129.07142857142858,ART_AND_DESIGN,3.9,967.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,0.85,1.0
129.07142857142858,ART_AND_DESIGN,3.9,967.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,1.0,1.0
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Negative,-0.25,1.0
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Negative,-0.7249999999999999,0.8333333333333333
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,0.5,0.6
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Negative,-0.8,0.9
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,0.5,1.0
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,0.5,0.6
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,0.5,0.6
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,0.4333333333333333,0.4666666666666666
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Negative,-1.0,1.0
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,0.5,0.8888888888888888
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Negative,-0.4,0.4
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,0.5,0.5
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Negative,-0.2,0.05
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,0.75,0.675
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,0.5,0.5
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Negative,-0.8,0.9
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,0.85,1.0
129.07142857142858,FAMILY,3.9,974.0,14M,500000,Free,0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up,115340.42267045453,Positive,1.0,1.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.2166666666666666,0.5738095238095238
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.3,0.6
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,2.775557561562892e-17,0.5791666666666666
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Negative,-0.0347222222222222,0.5819444444444445
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Negative,-0.0124999999999999,0.3833333333333333
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Negative,-0.375,0.6166666666666667
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.4833333333333333,0.8296296296296296
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.4166666666666667,0.5666666666666668
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Negative,-0.0666666666666667,0.6
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.5125,0.5598765432098767
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.075,0.55
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.5,0.7000000000000001
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.3,0.4666666666666666
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.5,0.6
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.1857142857142857,0.65
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.0833333333333333,0.3333333333333333
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.5,0.6222222222222222
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.4333333333333333,0.6333333333333334
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.1621527777777777,0.4694444444444444
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Negative,-0.0388888888888888,0.9111111111111112
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.2074999999999999,0.7275
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.5166666666666666
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.0374999999999999,0.6166666666666667
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Negative,-0.5,0.4888888888888889
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.54375,0.6
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.1,0.4
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Negative,-0.0212121212121211,0.5404040404040403
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.35,0.4
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.2333333333333333,0.4666666666666666
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.4275,0.56
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,1.0,0.3
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Negative,-0.05,1.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.638888888888889,0.6444444444444445
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.55,0.8
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.2,0.2
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.35,0.4
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.7250000000000001,0.95
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.5,0.6
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.1499999999999999,0.5
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.3041666666666666,0.6666666666666666
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.3166666666666666,0.5166666666666667
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.5777777777777778,0.6777777777777777
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.0499999999999999,0.8333333333333334
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.5,1.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.4444444444444444,0.6222222222222222
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.5111111111111112,0.7666666666666666
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.55,0.75
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.3111111111111111,0.5968253968253968
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.9375,0.9
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.75,0.775
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.4375,0.8
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.25,0.6
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.45,0.65
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.4125,0.4499999999999999
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.4,0.4
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.1499999999999999,0.5
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.375,0.55
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.5,0.6
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.2,0.2
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,1.0,1.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.5,0.6
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Negative,-1.0,1.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Negative,-0.9099999999999998,0.8666666666666667
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.6875,0.6
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.625,0.6
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.75,0.8
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.1499999999999999,0.5
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.7,0.6000000000000001
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.1,0.65
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.7250000000000001,0.95
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.3,0.2
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.5,0.6
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.8,0.75
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.6,1.0
129.07142857142858,ART_AND_DESIGN,4.4,13791.0,33M,1000000,Free,0,Everyone,Art & Design,"September 20, 2017",2.9.2,3.0 and up,115340.42267045453,Positive,0.625,1.0
129.07142857142858,ART_AND_DESIGN,4.3,194216.0,39M,5000000,Free,0,Everyone,Art & Design,"August 3, 2018",2.2.5,4.0.3 and up,115340.42267045453,Positive,0.375,0.7000000000000001
129.07142857142858,ART_AND_DESIGN,4.3,194216.0,39M,5000000,Free,0,Everyone,Art & Design,"August 3, 2018",2.2.5,4.0.3 and up,115340.42267045453,Positive,0.3375,0.73
129.07142857142858,ART_AND_DESIGN,4.3,194216.0,39M,5000000,Free,0,Everyone,Art & Design,"August 3, 2018",2.2.5,4.0.3 and up,115340.42267045453,Positive,0.5273809523809524,0.7047619047619048
129.07142857142858,ART_AND_DESIGN,4.3,194216.0,39M,5000000,Free,0,Everyone,Art & Design,"August 3, 2018",2.2.5,4.0.3 and up,115340.42267045453,Positive,0.4107142857142857,0.5821428571428572
129.07142857142858,ART_AND_DESIGN,4.1,654.0,12M,100000,Free,0,Everyone,Art & Design,"March 20, 2018",1.1,4.0.3 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.1,654.0,12M,100000,Free,0,Everyone,Art & Design,"March 20, 2018",1.1,4.0.3 and up,115340.42267045453,Negative,-0.5,0.55
129.07142857142858,ART_AND_DESIGN,4.1,654.0,12M,100000,Free,0,Everyone,Art & Design,"March 20, 2018",1.1,4.0.3 and up,115340.42267045453,Positive,0.35,0.35
129.07142857142858,ART_AND_DESIGN,4.1,654.0,12M,100000,Free,0,Everyone,Art & Design,"March 20, 2018",1.1,4.0.3 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.1,654.0,12M,100000,Free,0,Everyone,Art & Design,"March 20, 2018",1.1,4.0.3 and up,115340.42267045453,Neutral,0.0,0.0
129.07142857142858,ART_AND_DESIGN,4.1,654.0,12M,100000,Free,0,Everyone,Art & Design,"March 20, 2018",1.1,4.0.3 and up,115340.42267045453,Neutral,0.0,0.0
